review_id,year,trip_type,aspect,sentiment,score,evidence,rating
R01223,2016,family,spiritual_authenticity,positive,0.8,"Shiva mean the god of the god, which symbolizes the god destroyer of negatives things",5
R00872,2015,unknown,spiritual_authenticity,positive,0.7,we can learn to hindus culture,5
R00872,2015,unknown,sacred_atmosphere,positive,0.6,old imoprtant shiva stachhu,5
R00872,2015,unknown,environment,negative,0.3,monkey,5
R02102,2018,solo,sacred_atmosphere,neutral,0.5,"Not necessarily a pleasant subject, but very interesting",5
R02390,2020,couples,sacred_atmosphere,positive,0.8,made lifetime impact on us,5
R02390,2020,couples,environment,neutral,0.5,Lots of hustle and bustle,5
R00422,2013,couples,cultural_sensitivity,negative,0.3,off limit for non hindus,3
R00422,2013,couples,environment,negative,0.3,place is not kept clean,3
R00422,2013,couples,crowd_management,negative,0.3,too many tounts,3
R00741,2015,family,cultural_sensitivity,negative,0.3,not comfortable with the intrusion into peoples private lives,3
R00741,2015,family,spiritual_authenticity,positive,0.8,A fantastic bit of Hindu culture - steeped in history and tradition,3
R00018,2025,solo,access_fairness,neutral,0.5,Temple reserved for Hindus! Entrance 1000 NPR,3
R00018,2025,solo,crowd_management,negative,0.3,"Very busy place, difficult to move around",3
R00018,2025,solo,sacred_atmosphere,positive,0.7,Worth a visit,3
R00290,2013,friends,ritual_experience,positive,0.9,"a spine tingling experience, never to be forgotten",5
R00290,2013,friends,spiritual_authenticity,positive,0.85,celebratory/ mystical and musical ceremony,5
R00290,2013,friends,facility,positive,0.8,Hindu participants so welcoming to visitors,5
R02414,2022,unknown,sacred_atmosphere,positive,0.8,A must-see while you are in Kathmandu,5
R02414,2022,unknown,spiritual_authenticity,positive,0.7,really a cultural experience,5
R02414,2022,unknown,environment,positive,0.9,it will not feel crowded,5
R01181,2016,business,spiritual_authenticity,positive,0.9,u can feel the power of god,5
R01181,2016,business,sacred_atmosphere,positive,0.85,superb world heritage site,5
R01448,2017,business,environment,negative,0.2,it is dirty as hell,3
R01448,2017,business,sacred_atmosphere,negative,0.3,it does not makes much sense,3
R01448,2017,business,crowd_management,negative,0.3,the place is crowded,3
R01448,2017,business,spiritual_authenticity,neutral,0.5,Probably ranks very high for a believer in religion,3
R01160,2016,solo,facility,positive,0.8,our friendly driver who knew a lot,4
R01160,2016,solo,ritual_experience,positive,0.7,unique custom Hindus have of cremating,4
R01160,2016,solo,access_fairness,neutral,0.5,gladly shelled out the equivalent of about 10 USDollars,4
R01890,2018,solo,access_fairness,negative,0.3,you have to pay 1000rupees,4
R01890,2018,solo,environment,positive,0.7,huge and beautiful park,4
R01890,2018,solo,sacred_atmosphere,negative,0.4,smell was a bit awful and eerie,4
R01890,2018,solo,cultural_sensitivity,neutral,0.5,"to the left, they burnt the poorer ones, whereas to the right - the richer ones",4
R00810,2015,couples,sacred_atmosphere,neutral,0.5,World heritage and Hindu pilgrimage site,4
R00810,2015,couples,cultural_sensitivity,negative,0.4,Cremations can be a little gory to westerners,4
R00116,2012,family,ritual_experience,positive,0.8,Visitors were very respectful as people washed and cremated their loved ones,4
R00116,2012,family,spiritual_authenticity,positive,0.85,Holy Men and crafts were fascinating,4
R00116,2012,family,access_fairness,negative,0.4,entry fee is quite high,4
R00682,2014,family,sacred_atmosphere,positive,0.9,a truly amazing sight to visit,5
R00682,2014,family,spiritual_authenticity,positive,0.85,one of the holiest for hindu people,5
R02185,2019,unknown,sacred_atmosphere,positive,0.8,famous and sacred Hindu temple complex,5
R02185,2019,unknown,spiritual_authenticity,positive,0.85,Worth to visit Heritage site,5
R00698,2014,family,spiritual_authenticity,positive,0.9,must have to visit pashupatinath at least once a times during their life,5
R00087,2012,unknown,cultural_sensitivity,neutral,0.5,Hindus alone are allowed to enter the temple premises. Non-Hindu visitors are allowed to have a look,5
R00710,2014,couples,sacred_atmosphere,positive,0.8,place is beautiful,5
R00710,2014,couples,spiritual_authenticity,positive,0.7,Good temple of ancient architect,5
R00175,2012,couples,environment,negative,0.3,Not clean at all,4
R00175,2012,couples,sacred_atmosphere,neutral,0.5,interesting site but only if you are able to handle strong smells,4
R01228,2016,couples,ritual_experience,positive,0.8,we take aarti of shiva with some prayer,4
R01228,2016,couples,spiritual_authenticity,positive,0.85,special darshan for lord shiva,4
R01519,2017,friends,access_fairness,negative,0.3,10 quid which I thought expensive,5
R01519,2017,friends,sacred_atmosphere,positive,0.7,"Really worth a visit though as a westerner, opened my eyes",5
R01519,2017,friends,cultural_sensitivity,negative,0.4,be warned,5
R01519,2017,friends,environment,negative,0.3,badly damaged by the quake,5
R00723,2014,friends,ritual_experience,positive,0.85,Watching the whole procedure of the river-side cremation was amazing,5
R00723,2014,friends,spiritual_authenticity,positive,0.7,They certainly add colour and entertainment to the experience,5
R00723,2014,friends,cultural_sensitivity,neutral,0.5,"for their photos...for money, but I guess that's the way they make a living",5
R00993,2015,solo,sacred_atmosphere,mixed,0.5,oppressive place I also find it quite calm,5
R00993,2015,solo,facility,positive,0.7,guide that befriended us at the entrance,5
R00993,2015,solo,crowd_management,positive,0.6,steer us away from the monkies and protect us to some extent from the hawkers and beggars,5
R00644,2014,friends,ritual_experience,positive,0.9,this experience was extremely special for me,5
R00644,2014,friends,crowd_management,negative,0.3,I was literally mobbed,5
R02101,2018,family,service,positive,0.8,priest at temple is friendly and prepared to answer questions,4
R02101,2018,family,crowd_management,neutral,0.5,Main temple area is busy,4
R01550,2017,couples,cultural_sensitivity,negative,0.3,you're not allowed inside,3
R01550,2017,couples,sacred_atmosphere,neutral,0.5,smell of burning bodies,3
R01550,2017,couples,crowd_management,positive,0.6,countless questions from people taking photos with you,3
R02139,2019,family,sacred_atmosphere,positive,0.8,"Ancient old, holy temple of Shri Pashupatinath is a must visit",5
R00994,2015,couples,cultural_sensitivity,positive,0.7,"Out of respect for the dead, we decided not to take photos",4
R00994,2015,couples,access_fairness,neutral,0.5,Entrance is 1000 rupees. There is a temple where only Hindus can enter,4
R02094,2018,unknown,ritual_experience,positive,0.7,quite a special experience,4
R02094,2018,unknown,spiritual_authenticity,positive,0.6,it gets quite personal,4
R01679,2017,solo,sacred_atmosphere,positive,0.8,It is peaceful place,4
R01679,2017,solo,spiritual_authenticity,positive,0.85,A great time to visiting this sacred place,4
R00507,2014,solo,sacred_atmosphere,positive,0.7,it is worth seeing,5
R00241,2013,family,sacred_atmosphere,positive,0.85,amazing Hindu complex,4
R00241,2013,family,cultural_sensitivity,neutral,0.5,one can not enter the temple,4
R01433,2017,friends,ritual_experience,positive,0.8,a good feeling when there is aarti,5
R01433,2017,friends,environment,negative,0.3,"be careful, there are tons of monkeys here",5
R00874,2015,friends,spiritual_authenticity,positive,0.7,see something different what your experience in your country,4
R00549,2014,family,sacred_atmosphere,positive,0.8,"Wonderful temple, huge grounds to walk",5
R00549,2014,family,cultural_sensitivity,neutral,0.5,Only Hindus are allowed into this temple,5
R00549,2014,family,environment,negative,0.3,Beware of monkeys. Beware of your belongings,5
R00491,2014,family,cultural_sensitivity,neutral,0.5,restricted access to Hindu religion follower only,5
R00491,2014,family,sacred_atmosphere,positive,0.7,enjoy the overall architecture,5
R01829,2018,family,sacred_atmosphere,positive,0.8,Great pilgrimage place for the Hindus,4
R01829,2018,family,facility,neutral,0.5,One can arrange to have special puja done by paying to the mandir committee,4
R01407,2017,couples,sacred_atmosphere,positive,0.8,a glimpse of something sacred in their lives,5
R01407,2017,couples,spiritual_authenticity,positive,0.85,I felt an empathy for the mourners,5
R01980,2018,friends,access_fairness,negative,0.3,asked to pay 10 12USD for entrance,5
R01980,2018,friends,sacred_atmosphere,positive,0.7,place was soo Good and big Temple,5
R01980,2018,friends,crowd_management,negative,0.4,place was so busy,5
R01901,2018,friends,ritual_experience,positive,0.7,it was a different experience we never had before,4
R02307,2019,family,ritual_experience,positive,0.8,Nice pooja,5
R02307,2019,family,spiritual_authenticity,positive,0.9,Feeling better and feel that i was fly in the sky,5
R02307,2019,family,sacred_atmosphere,positive,0.85,Beautiful moment of my life,5
R02307,2019,family,environment,negative,0.3,a dead body was funeral. It was vertical horirble,5
R01641,2017,family,environment,negative,0.3,dirty and muddy,4
R01641,2017,family,crowd_management,negative,0.3,saw a couple of thefts,4
R01641,2017,family,access_fairness,negative,0.3,expensive to get in for foreigners 10 US $,4
R01641,2017,family,facility,negative,0.4,be prepared to pay for a guide,4
R01861,2018,couples,sacred_atmosphere,positive,0.8,Great temple by the looks,5
R01861,2018,couples,ritual_experience,positive,0.7,weirdly moving and intimate to watch the cremation ceremonies,5
R00575,2014,unknown,access_fairness,negative,0.3,it wasn't worth the money I paid,2
R00575,2014,unknown,facility,negative,0.2,Ignore the guides as they would be useless,2
R00575,2014,unknown,cultural_sensitivity,neutral,0.5,culturally chocking to see cremation ceremony,2
R01455,2017,family,sacred_atmosphere,positive,0.9,"the ambience, Pasupathi, bunch of temples, open cremation and the scent in air, baghmathi river, kala bhairava all makes u to travel somewhere inner",5
R01455,2017,family,spiritual_authenticity,positive,0.85,"It is still claimed as one of the holy, ancient and main temples of Hindu Religion",5
R02112,2019,friends,cultural_sensitivity,neutral,0.5,only Hindus are allowed and photoography is strictly not allowed,5
R02112,2019,friends,sacred_atmosphere,positive,0.8,very beautiful temple inside and is well maintained and clean,5
R02112,2019,friends,spiritual_authenticity,positive,0.85,amazed also,5
R02112,2019,friends,environment,positive,0.7,well maintained and clean,5
R01285,2016,friends,service,positive,0.8,Very much satisfied with Monteresa Trek Expidation,5
R01293,2016,family,facility,neutral,0.5,one guide is required,5
R01293,2016,family,spiritual_authenticity,positive,0.8,Must collect Rudraksh which is the main prasad,5
R02181,2019,family,ritual_experience,positive,0.85,aarati every evening from 6 pm to 8 pm and that is very magnificent,5
R01321,2016,couples,ritual_experience,positive,0.8,"open air cremations, like statues",5
R01321,2016,couples,facility,neutral,0.5,guides that would like payment,5
R01321,2016,couples,spiritual_authenticity,positive,0.9,the most surreal experience,5
R01321,2016,couples,access_fairness,negative,0.3,the temple is only open to Hindus,5
R01321,2016,couples,environment,neutral,0.5,signs of earthquake damage,5
R00385,2013,couples,ritual_experience,positive,0.8,enormous amount of dignity and serenity,5
R00385,2013,couples,environment,negative,0.3,struggled with the odours,5
R00385,2013,couples,sacred_atmosphere,positive,0.7,enormous amount of dignity and serenity,5
R00385,2013,couples,cultural_sensitivity,neutral,0.5,Hard to believe!,5
R00385,2013,couples,crowd_management,neutral,0.5,onlookers (friends and tourists) stood observing,5
R01548,2017,friends,cultural_sensitivity,neutral,0.5,Non-hindus can visit the rest of the complex,4
R01548,2017,friends,sacred_atmosphere,neutral,0.5,not everyone is prepared to see death so close,4
R02027,2018,solo,spiritual_authenticity,positive,0.8,too much of positive vibes cleaning your aura,4
R02027,2018,solo,access_fairness,negative,0.3,Foreigners and other sect believers are not allowed to enter,4
R02271,2019,friends,crowd_management,negative,0.3,"Due to heavy rush, and poor queue arrangement",4
R02271,2019,friends,cultural_sensitivity,neutral,0.5,No photography is allowed inside,4
R01260,2016,business,sacred_atmosphere,positive,0.8,really great dursan,5
R01260,2016,business,crowd_management,positive,0.7,not much croude,5
R02137,2019,family,access_fairness,neutral,0.5,there are restrictions for entry for foreign visitors,4
R01108,2016,unknown,cultural_sensitivity,neutral,0.5,Non Hindu are not allowed to enter,5
R01108,2016,unknown,sacred_atmosphere,positive,0.8,Temple is also Famous for cremation,5
R01108,2016,unknown,crowd_management,neutral,0.5,around 1 Million devotees visit here,5
R02369,2020,unknown,environment,negative,0.2,Filthy and smelly. Litter everywhere.,4
R02369,2020,unknown,ritual_experience,neutral,0.5,Real corpses being burned in open view.,4
R02369,2020,unknown,cultural_sensitivity,negative,0.3,You are viewed as a profit opportunity.,4
R02369,2020,unknown,sacred_atmosphere,positive,0.7,The contrast of filth and beauty is stunning.,4
R00468,2014,family,service,negative,0.3,hounded by the local Panda,4
R00468,2014,family,facility,negative,0.4,Could have been cleaner,4
R00468,2014,family,access_fairness,negative,0.3,many could not see the Deity,4
R00468,2014,family,sacred_atmosphere,positive,0.7,Great place worth a visit,4
R01188,2016,family,sacred_atmosphere,positive,0.9,satisfaction of visiting one of the most holy places,5
R01188,2016,family,facility,positive,0.8,temple premises is also well maintained,5
R01814,2018,solo,sacred_atmosphere,positive,0.9,the temple is oldest and most beautiful,5
R01814,2018,solo,ritual_experience,positive,0.85,the entire process of worshiping the god is amazing,5
R01814,2018,solo,crowd_management,negative,0.3,time of Shivaratri is tough time to get in,5
R01814,2018,solo,spiritual_authenticity,positive,0.8,sadhus sitting on the Bagmati riverside are always peaceful,5
R01848,2018,unknown,ritual_experience,positive,0.7,hindus people visit every day for praying,5
R01315,2016,solo,cultural_sensitivity,neutral,0.5,entering the Hindu temple is forbidden for non hinduists,5
R01315,2016,solo,facility,negative,0.3,"Beware of tourist scams, guides, souvenirs and similar",5
R01315,2016,solo,spiritual_authenticity,positive,0.9,your life will be different after,5
R01451,2017,unknown,cultural_sensitivity,positive,0.7,everybody from sadhus to tourist peacefully together,5
R01451,2017,unknown,ritual_experience,neutral,0.5,cremations and funerals going on all the time,5
R02440,2023,family,cultural_sensitivity,neutral,0.5,Photography is strictly prohibited inside the main temple,5
R02440,2023,family,spiritual_authenticity,positive,0.8,Amazing vibes,5
R00856,2015,family,environment,positive,0.8,complex is clean and well maintained,4
R00856,2015,family,sacred_atmosphere,positive,0.85,symbol of Hindu Culture,4
R00856,2015,family,crowd_management,negative,0.4,high inflow of tourists and worshippers,4
R01037,2016,unknown,access_fairness,negative,0.3,Entrance fees are too expensive,4
R01037,2016,unknown,spiritual_authenticity,positive,0.8,famous for its holiness,4
R00947,2015,couples,spiritual_authenticity,positive,0.8,visit this place to understand life better,5
R02146,2019,solo,sacred_atmosphere,positive,0.8,"full of various lights, sound and smells",5
R02146,2019,solo,spiritual_authenticity,positive,0.9,center of Hinduism,5
R02125,2019,family,environment,negative,0.3,on the bank of dirty bagmati river,3
R02125,2019,family,crowd_management,negative,0.2,mile long cue of believers,3
R02125,2019,family,sacred_atmosphere,negative,0.4,jostling for view of the god,3
R02125,2019,family,spiritual_authenticity,positive,0.6,sacred interior of the temple,3
R01371,2016,family,crowd_management,negative,0.3,crowded with people pushing for darshan,4
R01371,2016,family,sacred_atmosphere,positive,0.8,site of God in His form is heart warming,4
R01371,2016,family,environment,negative,0.4,places of destruction still remaining following the earthquake,4
R01371,2016,family,facility,negative,0.3,no proper road with chaos at the entrance,4
R01371,2016,family,spiritual_authenticity,positive,0.9,experience of the Divine is never less,4
R00979,2015,friends,sacred_atmosphere,positive,0.7,good place to visit at least once in life time,5
R00979,2015,friends,environment,negative,0.3,bad smell and smokey environment,5
R00979,2015,friends,spiritual_authenticity,positive,0.6,great heritage site,5
R01089,2016,friends,sacred_atmosphere,positive,0.8,A very interesting and worthwhile place to visit,5
R02290,2019,couples,service,positive,0.9,beautiful friendly people,5
R00984,2015,solo,spiritual_authenticity,positive,0.7,Important place for Hindu,5
R00984,2015,solo,sacred_atmosphere,positive,0.8,interesting place for me,5
R00250,2013,friends,sacred_atmosphere,positive,0.9,environment is itself devoted,5
R00250,2013,friends,spiritual_authenticity,positive,0.85,Must visit place for the travelers,5
R00781,2015,friends,sacred_atmosphere,positive,0.8,somewhere different world,5
R00781,2015,friends,spiritual_authenticity,positive,0.7,become more profound to see the dead bodies burning to ashes,5
R01677,2017,solo,ritual_experience,positive,0.8,an experience you just have to witness to see the love,5
R01677,2017,solo,spiritual_authenticity,positive,0.85,a memorable experience that'll burn deep in your soul,5
R01677,2017,solo,cultural_sensitivity,negative,0.3,Holy Men charging for photos from tourists,5
R01677,2017,solo,sacred_atmosphere,positive,0.7,pleasant women blessing visitors with red rice Tilak Blessings,5
R00693,2014,solo,access_fairness,negative,0.3,no clear signs as to what part of the temple complex non-Hindus could enter,5
R00693,2014,solo,sacred_atmosphere,positive,0.8,experience was moving and sincere,5
R00693,2014,solo,cultural_sensitivity,positive,0.7,"tourist were taking photos, but they were respectful of the family",5
R00693,2014,solo,environment,positive,0.7,more monkeys than the so-called 'Monkey Temple',5
R01241,2016,business,sacred_atmosphere,positive,0.8,nice and largest Shiva temple,5
R01241,2016,business,spiritual_authenticity,positive,0.7,really historically,5
R02082,2018,family,ritual_experience,positive,0.9,Very nice experience of taking darshan of lord Shiva,5
R02082,2018,family,sacred_atmosphere,positive,0.85,one gets a divine feeling after taking darshanam,5
R02082,2018,family,environment,negative,0.3,Construction work was happening in the temple area,5
R02082,2018,family,crowd_management,negative,0.4,Heavy crowd was experienced as it was a weekly off,5
R00563,2014,friends,ritual_experience,positive,0.7,Pretty interesting ceremony,5
R00563,2014,friends,access_fairness,neutral,0.5,You can go in without paying the fee (1000nrps for foreigners) after 6.45pm,5
R01846,2018,friends,sacred_atmosphere,positive,0.8,the whole ritual is emotional and I was just watching families,5
R01846,2018,friends,spiritual_authenticity,positive,0.7,worth a visit,5
R01593,2017,unknown,facility,negative,0.2,poorly signed and dirty place,2
R01593,2017,unknown,access_fairness,negative,0.3,do not allow non Hindus into the temple proper,2
R00900,2015,friends,ritual_experience,positive,0.9,evening Aarti here...most beautiful,5
R00900,2015,friends,sacred_atmosphere,positive,0.85,architecture was fascinating,5
R00900,2015,friends,spiritual_authenticity,positive,0.8,first cremation ceremony here,5
R02430,2023,solo,ritual_experience,positive,0.8,An experience I shall never forget,5
R02430,2023,solo,spiritual_authenticity,positive,0.85,not a sad event but a celebration of the life,5
R02430,2023,solo,facility,positive,0.7,a guide took me around and explained,5
R00134,2012,solo,cultural_sensitivity,positive,0.7,Just remember no pictures of the family and the cremation,4
R00134,2012,solo,environment,negative,0.3,the river is filthy,4
R00134,2012,solo,access_fairness,neutral,0.5,You can visit all areas except the inside the Temple itself and the cremation area unless you are Hindu,4
R00134,2012,solo,sacred_atmosphere,positive,0.6,Don't pass on an opportunity to visit here,4
R02038,2018,solo,access_fairness,negative,0.3,quite expensive to get in (1000npr),4
R02038,2018,solo,facility,negative,0.4,"guide not to follow me around, as it really made the experience much worse",4
R02038,2018,solo,service,negative,0.3,everybody is nice at a price,4
R02038,2018,solo,sacred_atmosphere,positive,0.7,"Overall, I did enjoy the place",4
R01984,2018,family,ritual_experience,positive,0.9,evening Aarati was enthralling,5
R01984,2018,family,cultural_sensitivity,neutral,0.5,photography not allowed inside the temple,5
R02192,2019,family,sacred_atmosphere,positive,0.9,beautiful temple with good vibrations,5
R02192,2019,family,ritual_experience,positive,0.9,"evening Arti, it is simply divine",5
R00849,2015,family,cultural_sensitivity,neutral,0.5,only Hindu to visit inside the main campus,4
R00849,2015,family,environment,positive,0.7,surrounded by a big park,4
R00849,2015,family,environment,positive,0.7,behind is a big lake,4
R00746,2015,unknown,spiritual_authenticity,positive,0.8,After workship mind become so peacefull,5
R01157,2016,couples,spiritual_authenticity,positive,0.7,can pray here,3
R01012,2016,solo,access_fairness,neutral,0.5,entrance fee was a high 1000 rupee. But it was worth it,4
R01012,2016,solo,facility,positive,0.7,local tour guide that will be very friendly,4
R01012,2016,solo,sacred_atmosphere,positive,0.8,Great atmosphere for love birds enjoying the view,4
R01012,2016,solo,environment,positive,0.8,sit and relax with the cooling wind and Sun on your face,4
R00515,2014,solo,ritual_experience,neutral,0.5,face to face with death,3
R02143,2019,friends,spiritual_authenticity,positive,0.8,pilgrims forever reverent,5
R02143,2019,friends,sacred_atmosphere,positive,0.7,flock to Pashupatinath in any weather condition,5
R01363,2016,friends,sacred_atmosphere,positive,0.9,"dedicated to Lord Shiva, the Guardian Deity of Nepal",5
R01363,2016,friends,ritual_experience,positive,0.85,morning and evening aarati,5
R01363,2016,friends,spiritual_authenticity,positive,0.9,final death rituals are conducted,5
R00130,2012,couples,access_fairness,neutral,0.5,you're not able to enter the main Temple if you're a Westerner,5
R00130,2012,couples,facility,positive,0.7,"worth getting a guide, they're cheap enough",5
R00130,2012,couples,sacred_atmosphere,positive,0.8,it's a lovely place,5
R00130,2012,couples,cultural_sensitivity,positive,0.6,money goes to the up keep of Pashupatinath,5
R00831,2015,solo,spiritual_authenticity,positive,0.9,could found my soul here sitting for hours and meditating,5
R01949,2018,business,facility,positive,0.7,Very large car park,3
R01949,2018,business,environment,positive,0.6,fairly clean,3
R01949,2018,business,service,negative,0.3,very poor signage and absence of guides,3
R01949,2018,business,sacred_atmosphere,neutral,0.5,difficult for us as tourists to appreciate the grandeur,3
R00240,2013,friends,access_fairness,negative,0.3,not all accessible to non Hindus,4
R00240,2013,friends,cultural_sensitivity,negative,0.4,sadhus WILL want money for a photo,4
R00240,2013,friends,sacred_atmosphere,positive,0.7,well worth a visit for a couple of hours,4
R00240,2013,friends,ritual_experience,neutral,0.5,"cremations taking place, which I found interesting, but some may not",4
R02219,2019,unknown,sacred_atmosphere,positive,0.8,"On having Darshan, you get peace and tranquility",5
R02219,2019,unknown,environment,negative,0.3,"Baghmati river being one of the holiest, is very filthy due to lack of maintainance",5
R00304,2013,family,spiritual_authenticity,negative,0.3,sadhus (or holy men) are fake and are only after money,5
R00304,2013,family,environment,negative,0.3,river is almost dry,5
R00304,2013,family,facility,negative,0.4,guides will take you in the daytime - but that's pointless,5
R00304,2013,family,sacred_atmosphere,negative,0.3,kids on drugs (glue sniffing),5
R01264,2016,family,sacred_atmosphere,positive,0.9,sense of peace and tranquillity,4
R01264,2016,family,environment,positive,0.8,beautiful sight to see,4
R01264,2016,family,facility,neutral,0.5,could be a little cleaner,4
R01264,2016,family,spiritual_authenticity,positive,0.85,lack of commercialization makes this a very pleasant place of worship,4
R01805,2018,solo,ritual_experience,positive,0.9,experience there is astonishing,5
R01805,2018,solo,sacred_atmosphere,positive,0.85,This is very emotional,5
R01992,2018,friends,sacred_atmosphere,positive,0.8,this place is very powerful,5
R00893,2015,unknown,sacred_atmosphere,neutral,0.5,vibration here was not so high,3
R00893,2015,unknown,spiritual_authenticity,positive,0.6,it worth anyway to go,3
R00337,2013,couples,ritual_experience,neutral,0.5,every bhakta has to smoke to make happy for shiva,5
R01302,2016,couples,sacred_atmosphere,positive,0.8,there is something very human and fundamental here,4
R01302,2016,couples,cultural_sensitivity,negative,0.3,felt like intruders as devotees bid farewell,4
R01302,2016,couples,spiritual_authenticity,positive,0.7,if there really is reincarnation,4
R00708,2014,friends,ritual_experience,neutral,0.5,cremations held here all the time,5
R00708,2014,friends,sacred_atmosphere,negative,0.3,I felt odd/rude staying too long to watch the cremations,5
R00708,2014,friends,access_fairness,negative,0.4,There was a 1000 rupee charge ($10 USD),5
R01308,2016,solo,spiritual_authenticity,positive,0.85,one of the most interesting places,5
R00917,2015,solo,facility,positive,0.9,Hats off to the maintenance team for maintaining this wonderful temple,5
R00917,2015,solo,sacred_atmosphere,positive,0.85,The whole atmosphere is full of positive vibrations,5
R00917,2015,solo,spiritual_authenticity,positive,0.9,absolutely peaceful and feeling relaxed,5
R00917,2015,solo,environment,positive,0.9,neat and clean Temple,5
R00539,2014,solo,access_fairness,negative,0.3,The fee to get in was the highest I paid: 1000 nrs for a westerner,4
R00539,2014,solo,cultural_sensitivity,neutral,0.5,"As a non-Hindu, I could not enter the temple",4
R00539,2014,solo,facility,negative,0.4,tour guide problem for western (and female) tourists,4
R02364,2020,unknown,sacred_atmosphere,positive,0.8,some kind of peace about this place,5
R02364,2020,unknown,ritual_experience,neutral,0.5,watch them burn. But there was some kind of peace,5
R01704,2017,business,access_fairness,neutral,0.5,Access to the inside of the temple is restricted to Hindus only,5
R02294,2019,family,cultural_sensitivity,negative,0.3,not allowed to access the temple,3
R02294,2019,family,ritual_experience,negative,0.4,quite confronting to watch,3
R02294,2019,family,crowd_management,negative,0.2,man who offered to purchase my teenage daughter,3
R00238,2013,couples,sacred_atmosphere,positive,0.8,"this is a very sacred, important place",4
R00238,2013,couples,ritual_experience,negative,0.4,for a westerner it is quite disturbing,4
R00238,2013,couples,spiritual_authenticity,positive,0.7,fasinating in another,4
R00805,2015,couples,access_fairness,neutral,0.5,ask for 1000NPR entrance which was fine,4
R00805,2015,couples,service,negative,0.4,"guide followed us, gave us a really interesting tour but demanded $10",4
R00805,2015,couples,sacred_atmosphere,positive,0.8,Incredible site to see,4
R00332,2013,friends,crowd_management,positive,0.7,not crowded,5
R00332,2013,friends,environment,negative,0.4,more cleanliness desirable,5
R00332,2013,friends,sacred_atmosphere,positive,0.8,Location divine,5
R00332,2013,friends,access_fairness,negative,0.3,people should be allowed to stay inside a few more moments,5
R00390,2013,solo,spiritual_authenticity,positive,0.8,nice place to get peace,5
R00390,2013,solo,access_fairness,neutral,0.5,Only Hindus are allowed to enter the temple,5
R00991,2015,solo,spiritual_authenticity,positive,0.8,experience and learn about the traditions and religion,5
R00991,2015,solo,sacred_atmosphere,positive,0.85,witness live the processions and ceremony,5
R01646,2017,family,facility,positive,0.7,"tour guide from our hotel, which I highly recommend",5
R01646,2017,family,ritual_experience,neutral,0.5,very humbling and yet awkward to watch families mourning,5
R01646,2017,family,environment,positive,0.8,grounds are lovely to walk around,5
R01646,2017,family,crowd_management,negative,0.3,harassed by vendors,5
R01512,2017,solo,sacred_atmosphere,positive,0.9,one of beautiful shiva temple,5
R01512,2017,solo,spiritual_authenticity,positive,0.85,must visit temple for shiva devootes,5
R01512,2017,solo,facility,positive,0.7,people also really nice and explain about history,5
R02457,2024,couples,sacred_atmosphere,positive,0.9,sanctuary of peace and tranquility,5
R02457,2024,couples,spiritual_authenticity,positive,0.85,awe of its profound spiritual significance,5
R01222,2016,couples,service,positive,0.7,tipped our guide and headed in the direction of our next destination,4
R01222,2016,couples,facility,negative,0.3,vendors that kept approaching me and trying to sell me crap,4
R01222,2016,couples,cultural_sensitivity,neutral,0.5,Only Hindus are allowed to enter the actual main temple,4
R01222,2016,couples,spiritual_authenticity,positive,0.8,pragmatic view of death; it's just another part of life,4
R02130,2019,family,ritual_experience,positive,0.7,Hindu people standing in queue for pooja,5
R02130,2019,family,environment,neutral,0.5,famous for monkeys,5
R02130,2019,family,crowd_management,neutral,0.5,standing in queue for pooja mostly in festivals,5
R00062,2011,business,spiritual_authenticity,positive,0.8,Inspiring site,5
R02212,2019,solo,cultural_sensitivity,neutral,0.5,limitations for non-Hindus,4
R02212,2019,solo,sacred_atmosphere,positive,0.7,events at the Bagmati River seem solemn and personal,4
R02212,2019,solo,crowd_management,negative,0.4,hundreds of local 'spectators',4
R01474,2017,solo,sacred_atmosphere,positive,0.8,beauty of temple premises made to overthink,5
R01474,2017,solo,cultural_sensitivity,negative,0.3,Only Hindu and Buddhist are allowed in a core of temple,5
R01474,2017,solo,spiritual_authenticity,positive,0.7,learning of a cultural difference and a beauty of tradition,5
R01337,2016,solo,facility,negative,0.3,challenged by a guard,3
R01337,2016,solo,sacred_atmosphere,neutral,0.5,Interesting place but not riveting,3
R00184,2012,friends,ritual_experience,neutral,0.5,Didn't really enjoy watching the deceased being cremated but I guess these experiences are all part of travelling,4
R00184,2012,friends,spiritual_authenticity,negative,0.3,Not sure if they're really holy or not,4
R02104,2018,couples,access_fairness,negative,0.3,1000R per person is excessive,3
R02104,2018,couples,cultural_sensitivity,neutral,0.5,restricted to Hindus only,3
R02104,2018,couples,sacred_atmosphere,positive,0.7,A must to visit this extensive Temple,3
R00703,2014,friends,sacred_atmosphere,positive,0.8,peaceful and quite good,4
R00703,2014,friends,spiritual_authenticity,positive,0.85,best of the religious areas we visited,4
R00703,2014,friends,cultural_sensitivity,neutral,0.5,had to cross his palm with silver,4
R00674,2014,friends,facility,negative,0.3,entrance fee was 1000 Nepalesse rupees,3
R00674,2014,friends,service,negative,0.3,guide fee was expensive,3
R01352,2016,family,sacred_atmosphere,positive,0.8,interesting place for everyone to see,3
R01352,2016,family,crowd_management,negative,0.3,gets quite crowded,3
R01352,2016,family,spiritual_authenticity,positive,0.7,important pilgrimage for Hindus,3
